hilane,	हिलाने,	हिलने
neetiyon,	नीतियों,	नीतियों
iso,	ईसो,	आइसो
andha,	अंधा,	अंधा
udant,	उदंंत,	उदंत
csi,	सीएसआई,	सीएसआई
swecha,	स्वेच्छा,	स्वेच्छा
labada,	लाबड़ा,	लबादा
prashikshu,	प्रशिक्षु,	प्रशिक्षु
ret,	रेट,	रेत
order,	ऑर्डर,	आर्डर
rukate,	रुकते,	रुकते
pulam,	पुलम,	पुलम
bhartnatyam,	भर्तनात्यम,	भरतनाट्यम्
mahamantr,	महामंत्र,	महामंत्र
ghataayaa,	घटाया,	घटाया
shantikal,	शांतिकाल,	शांतिकाल
akhand,	अखंड,	अखंड
pahan,	पहन,	पहन
aavritti,	आवृत्ति,	आवृत्ति
pummi,	पुम्मी,	पम्मी
sargi,	सर्गी,	सरगी
amadan,	आमदान,	आमदन
rana,	राना,	राणा
legaa,	लेगा,	लेगा
charcha,	चर्चा,	चर्चा
mezbaani,	मेजबानी,	मेज़बानी
nilaabh,	निलाभ,	नीलाभ
bhabhut,	भभूत,	भभूत
shaasaka,	शासका,	शासक
sprit,	स्प्रित,	स्प्रिट
hindan,	हिंदन,	हिंडन
birganj,	बीरगंज,	बीरगंज
putale,	पुतले,	पुतले
matsyavtar,	मत्स्यवत्र,	मत्स्यावतार
ambaani,	अंबानी,	अंबानी
bahrupiya,	बहरूपीय,	बहरूपिया
vashikaran,	वाष्षीकरण,	वशीकरण
alha,	अल्हा,	आल्हा
aaryika,	आर्यिका,	आर्यिका
paakhandi,	पाखंडी,	पाखंडी
bare,	बारे,	बरे
reeta,	रीता,	रीता
nichla,	निचला,	निचला
dharmesh,	धर्मेश,	धर्मेश
pahnati,	पहनती,	पहनाती
ilayichi,	इलाईची,	इलाइची
zubair,	जुबैर,	जुबेर
dealership,	डीलर्शिप,	डीलरशिप
salahkaar,	सलहकार,	सलाहकार
aatmayen,	आत्माएं,	आत्माएं
sunaaron,	सुनारों,	सुनारों
duvidhaen,	दुविधाएं,	दुविधाएं
sdueep,	स्दूपी,	सुदीप
prem,	प्रेम,	प्रेम
raees,	रेस,	रईस
dhatna,	धतना,	धटना
andreas,	एंड्रियस,	एंड्रियास
asset,	एसेट,	असेट
khaaskar,	खासकर,	ख़ासकर
aset,	एसेट,	असेट
bramad,	ब्रमाड,	बरामद
mejbaani,	मेजबानी,	मेजबानी
mool,	मूल,	मूल
barahmasi,	बरहमासी,	बारहमासी
gemhagehmi,	गेमहगेहमी,	गहमागहमी
sunega,	सुनेगा,	सुनेगा
naxali,	नक्ाली,	नक्सली
yugam,	युगम,	युग्म
kabaddi,	कबादी,	कबड्डी
takara,	टाकरा,	टकरा
tuberculosis,	ट्यूर्कूसालिस,	ट्यूबरक्यूलोसिस
imaging,	इमेजिंग,	इमेजिंग
contemporary,	कंटेम्पररी,	कंटेम्पररी
jataati,	जटाती,	जताती
hafate,	हफाते,	हांफते
vyatit,	व्यतित,	व्यतीत
baramade,	बरमाड़े,	बरामदे
wipro,	विप्रो,	विप्रो
khairati,	खैरती,	खैराती
tadipar,	तादीपार,	तड़ीपार
beaulad,	बेलाद,	बेऔलाद
angreji,	अग्रेंजी,	अंग्रज़ी
socar,	सोकर,	सॉकर
shervasiyon,	शेरवासियों,	शहरवासियों
manga,	मंगा,	मांगा
simtata,	सिमताता,	सिमटता
nanhe,	नन्हे,	नन्हें
chauk,	चौक,	चौक
men,	मेन,	मैन
mahavidya,	महाविद्य,	महाविद्या
arabab,	अरबब,	अरबाब
aswabhavik,	अस्वाभाविक,	अस्वभाविक
iter,	इतर,	ईटर
barsaataa,	बरसाता,	बरसाता
fermion,	फर्मियन,	फर्मिऑन
judai,	जुडाई,	जुड़ाई
uttra,	उत्तरा,	उत्तरा
duneerti,	दुनीर्ति,	दुर्नीति
urwarta,	उरवारता,	उर्वरता
pahla,	पहला,	पहला
fod,	फोड़,	फोड़
biswa,	बिस्वा,	बिस्वा
anyay,	अन्यय,	अन्याय
dikhaee,	दिखाई,	दिखाईं
ukranian,	उक्रेनियन,	यूक्रेनियन
bodraa,	बोदरा,	बोदरा
kushaan,	कुशान,	कुषाण
kashton,	काष्टों,	कष्टों
iaan,	ईईएन,	इआन
chausinga,	चौसिंगा,	चौसिंगा
jaankaaron,	जानकारों,	जानकारों
bilhaur,	बिल्हौर,	बिल्हौर
nirbaadh,	निर्बाध,	निर्बाध
tarkvaad,	तर्कवाड,	तर्कवाद
soond,	सूंद,	सूंड़
pharse,	फर्से,	फरसे
kping,	क्पिंग,	कपिंग
aurora,	औरोरा,	औरोरा
masse,	मस्से,	मस्से
gypsy,	जिप्सी,	जिप्सी
vedon,	वेडों,	वेदों
leaderon,	लीडरों,	लीडरों
yarayan,	यरायण,	यात्राएं
sanyukt,	संयुक्त,	संयुक्त
ata,	एटा,	आटा
last,	लास्ट,	लास्ट
sanskari,	संस्कारी,	संस्कारी
yaduwansh,	यदुवंश,	यदुवंश
sarkaa,	सरका,	सरका
maina,	मैना,	मैना
dvc,	डीवीसी,	डीवीसी
ulema,	उलेमा,	उलेमा
langada,	लंगड़ा,	लंगड़ा
mariyo,	मरियो,	मारियो
kaushal,	कौशाल,	कौशल
theatron,	ठीतरों,	थियेटरों
gayitri,	गयित्री,	गायत्री
louis,	लूज,	लुईस
theater,	थीएटर,	थियेटर
pharmacy,	फर्मेसी,	फार्मेसी
sapate,	सपते,	सपाटे
salary,	सैलार्य,	सैलरी
falitarth,	फलीतर्थ,	फलितार्थ
mega,	मेगा,	मेगा
jaljale,	जलजले,	ज़लज़ले
dhoondhata,	ढूंढता,	ढूंढता
patkathaein,	पटकथाएं,	पटकथाएं
ferth,	फर्थ,	फर्थ
vyaktigat,	व्यक्तिगत,	व्यक्तिगत
tariko,	तारिको,	तरीको
proto,	प्रोटो,	प्रोटो
ghontane,	घोंटने,	घोंटने
merraige,	मैरेज,	मैरेज
satane,	सतने,	सताने
rajinaama,	राजीनामा,	राजीनामा
hawamahal,	हवामाल,	हवामहल
panapnaa,	पनपना,	पनपना
marji,	मर्जी,	मर्जी
pathykramon,	पाठ्यक्रमों,	पाठ्यक्रमों
raubdar,	रौबदार,	रौबदार
pib,	पीब,	पीआईबी
aadan,	आदन,	आदान
dhande,	धंडे,	धंधे
africa,	अफ्रिका,	अफ्रीका
dhaaga,	धागा,	धागा
ghost,	घोस्ट,	घोस्ट
tiwari,	तिवाड़ी,	तिवारी
gujarta,	गुजरता,	गुजारता
hamlavar,	हमलावर,	हमलावर
harana,	हराना,	हारना
udaanen,	उदानें,	उड़ानें
dolne,	डॉलने,	डोलने
denevaali,	देनेवाली,	देनेवाली
jamayaa,	जमाया,	जमाया
sasakon,	साकों,	शासकों
fulay,	फुलाय,	फुलाए
najariyon,	नजरियों,	नजरियों
barsaata,	बरसाता,	बरसाता
sthul,	स्थूल,	स्थूल
salahkar,	सलहकर,	सलाहकार
kalpi,	कल्पी,	कालपी
very,	वेरी,	वैरी
pahnaakar,	पहनाकर,	पहनाकर
moolon,	मूलों,	मूलों
pruf,	प्रूफ,	प्रूफ
eksaath,	एकसाठ,	एकसाथ
suken,	सुकेन,	सुजेन
ropane,	रोपने,	रोपने
barat,	बारत,	बरात
dikhai,	दिखाई,	दिखार्इ
rodrigo,	रॉड्रिगो,	रोड्रिगो
anhoni,	अन्होनी,	अनहोनी
vitthal,	वित्थल,	विठ्ठल
durghatna,	दुर्घटना,	दुर्घटना
jalbhrav,	जल्भराव,	जलभराव
ashriri,	अश्रीरी,	अशरीरी
vellur,	वेल्लुर,	वेल्लूर
lalla,	लाला,	लल्ला
karyabhar,	कार्यभर,	कार्यभार
kanji,	कांजी,	कांजी
mam,	माम,	मम
aulakh,	औलाख,	औलख
bandage,	बंदगे,	बैंडेज
noon,	नूं,	नून
abbot,	अब्बोत,	एबोट
ukhrul,	उखरूल,	उखरुल
duwaidhaayein,	दुवैधाएं,	दुविधाएं
bediyan,	बेडियां,	बेड़ियां
ashrafi,	अशरफी,	अशरफी
vishhin,	विष्हिन,	विषहीन
hooper,	हूपर,	हूपर
maangi,	मांगी,	मांगी
mop,	मॉप,	माप
ainth,	ऐंठ,	ऐंठ
fatama,	फतमा,	फातमा
gyatavya,	ज्ञातव्य,	ज्ञातव्य
ambani,	अंबानी,	अंबानी
aagaa,	आगा,	आग़ा
shaavakon,	शावकों,	शावकों
mithila,	मिथिला,	मिथिला
charon,	चरों,	चारों
lime,	लाइम,	लाइम
cricketer,	क्रिकिटर,	क्रिकेटर
tantrikao,	तंत्रिकाओ,	तंत्रिकाओं
bella,	बेला,	बैला
tarashe,	तराशे,	तराशे
jenrick,	जेनरिक,	जेनरिक
waan,	वान,	वाण
bhairo,	भैरो,	भैरो
nrutyon,	नृत्यों,	नृत्यों
sapane,	सपने,	सपने
jio,	जिओ,	जीयो
varn,	वर्ण,	वर्ण
sanghnit,	संघनीत,	संघनित
advaitwad,	अद्वैत्वद,	अद्वैतवाद
udaan,	उड़ान,	उड़ान
gujarate,	गुजरते,	गुजारते
sahab,	सहाब,	साहब
shasak,	शासक,	शासक
parleron,	पार्लरों,	पार्लरों
chheenk,	छींक,	छींक
aerobics,	एरोबिक्स,	एरोबिक
banvaa,	बनवा,	बनवा
